question,label
Explain role of telecommunication.,L1
What are main sources of Pollutants from Petrol engine?,L1
Define the terms in solar energy system.,L1
Write structure definition for single Linked list. Differentiate between static memory and dynamic memory allocation.,L1
What is Sequential and index sequential file organization?,L1
What are the various types of radiators used in cooling system of IC engine?,L1
With suitable circuit diagram explain no load and blocked rotor test on 3 phase induction motor. Also write respective formulae involved incalculation part for determining the respective parameters,L1
Define brainstorming process.,L1
List out FOUR (4) benefits of using RFID.,L1
What is earthquake?,L1
Explain the various losses in transformer?,L1
What are the advantages of design patterns?,L1
Describe molecular machines with neat diagrams.,L1
Explain market considerations for package design.,L1
Enlist characteristics of  a good hash function.,L1
Explain types of queues. Write any one in detail.,L1
What are the salient features of vegetable market building?,L1
State the SIX categories in soil taxonomy.,L1
Describe the characteristics of a general tree.,L1
Explain requirements of a good building stone.,L1
State functional requirement of good flooring material.,L1
Describe the Pop Art style in 1958 - 1972.,L1
What is Software Architecture?,L1
Explain different types of flames with neat sketches in gas welding process.,L1
Suppose that the relation R on a set is represented by the matrix MR.,L1
What are the types of DC motor?,L1
List FIVE (5) activities that you would use in the set-induction stage of a reading lesson Keeping our rivers clean.,L1
Explain sensitization of stainless steel?,L1
Explain any 3 addressing modes with example.,L1
Explain uses of SBR.,L1
Explain in details of Dielectric Heating with types.,L1
Explain EHVDC transmission system with the help of suitable diaram.,L1
State various application of Entropy.,L1
Explain the need of Cache memory.,L1
"How    todefine a package ? How to access ,import a package?",L1
Explain zero crossing detector using OP-AMP with necessary waveform.,L1
Explain mechanical dot gain and factors responsible for the same.,L1
Explain with suitable example BSF and DSF traversal of graph.,L1
Explain cold junction temperature compensation technique.,L1
Draw & explain the working principle of venturi meter. Derive the equation of actual flow rate from it.,L1
Explain in brief the Indirect screen stencil making process.,L1
What do you understand by substructure.,L1
What do you mean by carbon nanotubes?,L1
Write the requirements of good stair.,L1
Discuss the steps in executing interrupts in PIC 18 microcontroller.,L1
What is TDR in constrution?,L1
What is an Instruction Cycle.,L1
"With the neat diagram, explain principle of working of thermal bimetal. Give its examples and applications.",L1
Explain High pass filter using op-amp with its frequency response.,L1
What is polymorphism?,L1
List out the Communication Protocols used in PLC.,L1
Define shear force at a section and bending moment at a section.,L1
Write a short note on land use zoning and mention the requirements of each.,L1
Draw a neat diagram of DSO.,L1
Explain the types of cooling curves.,L1
Explain with diagram the concept of voltage follower circuit using op-amp.,L1
State methods involved in production of crude petroleum.,L1
What do you meant by light weight concrete and discuss its types.,L1
With the help of neat diagram explain working of IC 555 as a Astable Multivibrator.,L1
Explain SSL in detail.,L1
State the THREE (3) approaches to calculate national income.,L1
Explain the following parameter of OP-AMP,L1
Write down the FIVE (5) phases of the design process.,L1
Waht is sequential file organization?,L1
Enlist the advantages and disadvantages of DLL over SLL.,L1
Enlist the documents to be submitted for seeking commencement certificate and occupancy certificate.,L1
Write down various applications of Nanomaterials in Chemical industries.,L1
Explain Flat-top sampling with waveforms.,L1
Explain manipulators for file handling in C++?,L1
What do you mean by pipe?,L1
Explain in brief the factors governing the choice of adhesives.,L1
What is method overriding?,L1
Write Short notes on industrial robotic application of Light Curtains and Laser Area Scanner.,L1
How is coastline measured?,L1
State the types of starters used for induction motors.,L1
Explain Powder Bed Fusion process in short.,L1
Types of shrinkage in concrete.,L1
What is topological Sorting?,L1
What is exception and its types?,L1
Define Exception.,L1
Give the detailed classification of strain gauge and explain wire strain gauge.,L1
Define dryness fraction.,L1
Explain spray painting robots and its advantages.,L1
Draw a flow chart for manufacture of polyvinyl resin.,L1
Explain the standard characteristics of TTL in details.,L1
Find the expected value of the number of heads obtained when three fair coins are tossed simultaneously.,L1
What is Real Time Operating Systems?,L1
What is mean by carburation and explain simple carburetor with neat sketch?,L1
Define the following terms with suitable example with respect to Binary tree:,L1
Describe generation of pulse width modulation with diagram and waveform.,L1
Write down the advantages and disadvantages of gaseous fuel.,L1
"State any four assumptions in Boussinesq's theory. Mention the formula for calculation of stress in soil by point load and circular load byBoussinesqâs theory, with description of each term.",L1
What are different types of inheritance supported by Java.,L1
What is mean by Instruction format?,L1
A Vertical vessel with a cylindrical shell and hemispherical heads is to be installed in a closed shed.,L1
Give composition and properties of any three bearing materials.,L1
What is 2D rotation of an object about an arbitrary point?,L1
The structural view of language has several components. List FIVE (5) components.,L1
State uses and characteristics of contour lines.,L1
Illustrate difference between conflict serializable schedule and view serializable schedual by an appropriate example.,L1
What is meant by springs?,L1
State the types of timers.,L1
State TWO phenomena that affect the stabilization of colloidal nanoparticles in aqueous medium.,L1
State the rules followed while applying block diagram reduction technique.,L1
Explain the idealized stress strain curve for plastic analysis with diagram and state the assumption for plastic analysis.,L1
State the types of programming languages and explain any two.,L1
List TWO (2) advantages and TWO (2) disadvantages of printed newspaper advertising.,L1
What is a stream?,L1
Explain structure of an electrical power system with the help of suitable diagram and list down various methods of generating electricity.,L1
